id,dominio,via,unidade,variavel,recorte,teste,estatistica,rotulo_estatistica,gl,p,p_ajustado,metodo_ajuste,efeito,rotulo_efeito,ic_inf,ic_sup,n,significativo,artigo
137,contraste,não paramétrica,U-AD,Fad.Física,D1–D3,Wilcoxon,1.5384615384615385,Δ,,0.0008897116169752196,0.0044485580848760975,Holm,0.6517453893011521,r,,,26,1,ambos
138,contraste,não paramétrica,U-AD,Fad.Física,D1–D4,Wilcoxon,1.8333333333333333,Δ,,0.005240604873930575,0.006359102766041607,Holm,0.609233767247323,r,,,21,1,ambos
139,contraste,não paramétrica,U-AD,Fad.Física,D1–D5,Wilcoxon,1.434782608695652,Δ,,0.0031795513830208035,0.006359102766041607,Holm,0.6150807943879575,r,,,23,1,ambos
140,contraste,não paramétrica,U-AD,Fad.Física,D1–D6,Wilcoxon,1.9772727272727273,Δ,,0.0011619704230582818,0.004647881692233127,Holm,0.6924875302407832,r,,,22,1,ambos
141,contraste,não paramétrica,U-AD,Fad.Física,D1–D7,Wilcoxon,3.3333333333333335,Δ,,5.79039278864947e-05,0.0003474235673189682,Holm,0.8774964387392127,r,,,21,1,ambos
142,tendência,não paramétrica,U-AD,Fad.Mental,D1..D7,Friedman,7.935897435897424,χ²,6,0.24283735366157266,,,0.06961313540260898,W de Kendall,,,19,0,ambos
143,tendência,não paramétrica,U-AD,Fad.Mental,ordenada D1→D7,L de Page,0.6522651187801083,z,,0.5142301579299446,,,,,,,19,0,ambos
144,contraste,não paramétrica,U-AD,Fad.Mental,D1–D2,Wilcoxon,0.019230769230769232,Δ,,0.9677627895913846,1.0,Holm,0.007925906214471735,r,,,26,0,ambos
145,contraste,não paramétrica,U-AD,Fad.Mental,D1–D3,Wilcoxon,-0.3076923076923077,Δ,,0.3503862296033883,1.0,Holm,0.18314116883288015,r,,,26,0,ambos
146,contraste,não paramétrica,U-AD,Fad.Mental,D1–D4,Wilcoxon,0.047619047619047616,Δ,,0.880200116664776,1.0,Holm,0.0328888264610831,r,,,21,0,ambos
147,contraste,não paramétrica,U-AD,Fad.Mental,D1–D5,Wilcoxon,-0.2391304347826087,Δ,,0.5044069320893072,1.0,Holm,0.13919835298767064,r,,,23,0,ambos
148,contraste,não paramétrica,U-AD,Fad.Mental,D1–D6,Wilcoxon,0.13636363636363635,Δ,,0.7799919378476243,1.0,Holm,0.059553258204267684,r,,,22,0,ambos
149,contraste,não paramétrica,U-AD,Fad.Mental,D1–D7,Wilcoxon,0.3333333333333333,Δ,,0.419352315647767,1.0,Holm,0.17622085855135886,r,,,21,0,ambos
150,tendência,não paramétrica,U-AD,Epworth,D1..D7,Friedman,17.152792413066354,χ²,6,0.008737811900074891,,,0.15046309134268732,W de Kendall,,,19,1,ambos
151,tendência,não paramétrica,U-AD,Epworth,ordenada D1→D7,L de Page,2.6893392589702927,z,,0.007159361739016212,,,,,,,19,1,ambos
152,contraste,não paramétrica,U-AD,Epworth,D1–D2,Wilcoxon,0.7692307692307693,Δ,,0.34532795209162803,0.34532795209162803,Holm,0.18507288680159342,r,,,26,0,ambos
153,contraste,não paramétrica,U-AD,Epworth,D1–D3,Wilcoxon,1.2115384615384615,Δ,,0.10351802447347073,0.2698197228059379,Holm,0.3192834142156413,r,,,26,0,ambos
154,contraste,não paramétrica,U-AD,Epworth,D1–D4,Wilcoxon,1.7619047619047619,Δ,,0.013383342909963927,0.053533371639855706,Holm,0.5397406099495053,r,,,21,0,ambos
155,contraste,não paramétrica,U-AD,Epworth,D1–D5,Wilcoxon,1.608695652173913,Δ,,0.00660608363771145,0.038133040878505185,Holm,0.5663409069207518,r,,,23,1,ambos
156,contraste,não paramétrica,U-AD,Epworth,D1–D6,Wilcoxon,0.6590909090909091,Δ,,0.08993990760197931,0.2698197228059379,Holm,0.3615276064034053,r,,,22,0,ambos
157,contraste,não paramétrica,U-AD,Epworth,D1–D7,Wilcoxon,2.8095238095238093,Δ,,0.0063555068130841975,0.038133040878505185,Holm,0.595484498802092,r,,,21,1,ambos
158,tendência,não paramétrica,U-AD,PSS,D1..D7,Friedman,1.8983700862895267,χ²,6,0.9288040422343193,,,0.016652369177978306,W de Kendall,,,19,0,ambos
159,tendência,não paramétrica,U-AD,PSS,ordenada D1→D7,L de Page,-0.21073180760588114,z,,0.8330965530236862,,,,,,,19,0,ambos
160,contraste,não paramétrica,U-AD,PSS,D1–D2,Wilcoxon,-0.36538461538461536,Δ,,0.6958626095834307,1.0,Holm,0.0766640641436216,r,,,26,0,ambos
161,contraste,não paramétrica,U-AD,PSS,D1–D3,Wilcoxon,-1.3846153846153846,Δ,,0.31891799414380584,1.0,Holm,0.19546578343174736,r,,,26,0,ambos
162,contraste,não paramétrica,U-AD,PSS,D1–D4,Wilcoxon,-0.5714285714285714,Δ,,0.9444999045875103,1.0,Holm,0.015191291353982842,r,,,21,0,ambos
163,contraste,não paramétrica,U-AD,PSS,D1–D5,Wilcoxon,-1.5434782608695652,Δ,,0.16723112678280294,1.0,Holm,0.28799084821479004,r,,,23,0,ambos
164,contraste,não paramétrica,U-AD,PSS,D1–D6,Wilcoxon,-0.25,Δ,,0.7823985594639407,1.0,Holm,0.05888489909357097,r,,,22,0,ambos
165,contraste,não paramétrica,U-AD,PSS,D1–D7,Wilcoxon,-0.9285714285714286,Δ,,0.38452007917383313,1.0,Holm,0.1897618616588582,r,,,21,0,ambos
166,tendência,paramétrica,U-AD,Tensão,D1..D7,ANOVA de medidas repetidas (Greenhouse-Geisser),4.069848942598187,F,"6, 108",0.0254770811397525,,,0.18440764833431894,η²p,,,19,1,A2
167,contraste,paramétrica,U-AD,Tensão,D1→D7,t pareado,-2.6139375131607805,t,20,0.01661791783302994,,,-0.5704079293306621,dz,-2.0976851051554393,-0.23564822817789433,21,1,A2
168,tendência,paramétrica,U-AD,Depressão,D1..D7,ANOVA de medidas repetidas (Greenhouse-Geisser),0.6197928026172304,F,"6, 108",0.5587628243278977,,,0.03328677226365866,η²p,,,19,0,A2
169,contraste,paramétrica,U-AD,Depressão,D1→D7,t pareado,0.4604336564624614,t,20,0.6501719001686299,,,0.10047486110688204,dz,-0.8405790869977221,1.3167695631881984,21,0,A2
170,tendência,paramétrica,U-AD,Raiva,D1..D7,ANOVA de medidas repetidas (Greenhouse-Geisser),1.4254388376202634,F,"6, 108",0.24516172748194004,,,0.0733800069864928,η²p,,,19,0,A2
171,contraste,paramétrica,U-AD,Raiva,D1→D7,t pareado,0.3417929635123317,t,20,0.7360719509574172,,,0.07458533939516854,dz,-1.8225010354535907,2.536786749739305,21,0,A2
172,tendência,paramétrica,U-AD,Vigor,D1..D7,ANOVA de medidas repetidas (Greenhouse-Geisser),6.2264268204260595,F,"6, 108",0.0007092079268002253,,,0.2570097054170764,η²p,,,19,1,A2
173,contraste,paramétrica,U-AD,Vigor,D1→D7,t pareado,-4.884453641673087,t,20,8.968412998747973e-05,,,-1.0658751686414112,dz,-4.654939602842494,-1.86886992096703,21,1,A2
174,tendência,paramétrica,U-AD,Fadiga,D1..D7,ANOVA de medidas repetidas (Greenhouse-Geisser),3.24669167803547,F,"6, 108",0.012574800120724367,,,0.15280928095699034,η²p,,,19,1,A2
175,contraste,paramétrica,U-AD,Fadiga,D1→D7,t pareado,3.7108038315063094,t,20,0.0013820023293762136,,,0.8097637831909438,dz,1.438707488974749,5.132721082453822,21,1,A2
176,tendência,paramétrica,U-AD,Confusão,D1..D7,ANOVA de medidas repetidas (Greenhouse-Geisser),3.195952161913524,F,"6, 108",0.03699038279345881,,,0.15078125000000003,η²p,,,19,1,A2
177,contraste,paramétrica,U-AD,Confusão,D1→D7,t pareado,-2.0826103302460277,t,20,0.050335440354770354,,,-0.45446283244997154,dz,-1.1914345565031956,0.0009583660270051642,21,0,A2
178,tendência,paramétrica,U-AD,TMD,D1..D7,ANOVA de medidas repetidas (Greenhouse-Geisser),2.1008922723756642,F,"6, 108",0.08969733470328844,,,0.10451736390144666,η²p,,,19,0,A2
179,contraste,paramétrica,U-AD,TMD,D1→D7,t pareado,2.153631496097696,t,20,0.043648163684674224,,,0.46996092142422313,dz,0.16907189049557392,10.59283287140919,21,1,A2
180,tendência,paramétrica,U-AD,Fad.Física,D1..D7,ANOVA de medidas repetidas (Greenhouse-Geisser),11.969935863174776,F,"6, 108",3.986652354694637e-07,,,0.39939811409081794,η²p,,,19,1,A2
181,contraste,paramétrica,U-AD,Fad.Física,D1→D7,t pareado,8.24385620013739,t,20,7.307359398192518e-08,,,1.7989569074028866,dz,2.4898917057646317,4.176774960902035,21,1,A2
182,tendência,paramétrica,U-AD,Fad.Mental,D1..D7,ANOVA de medidas repetidas (Greenhouse-Geisser),1.0592487597448632,F,"6, 108",0.38372110358920647,,,0.055576627027509484,η²p,,,19,0,A2
183,contraste,paramétrica,U-AD,Fad.Mental,D1→D7,t pareado,0.7536254497151871,t,20,0.45985501311882593,,,0.16445455566499909,dz,-0.5893015768218368,1.2559682434885033,21,0,A2
184,tendência,paramétrica,U-AD,Epworth,D1..D7,ANOVA de medidas repetidas (Greenhouse-Geisser),3.2659678482912295,F,"6, 108",0.013839136499556488,,,0.15357720239164463,η²p,,,19,1,A2
185,contraste,paramétrica,U-AD,Epworth,D1→D7,t pareado,3.18535232445054,t,20,0.004648997634297156,,,0.6951008638999111,dz,0.9696758511348638,4.649371767912755,21,1,A2
186,tendência,paramétrica,U-AD,PSS,D1..D7,ANOVA de medidas repetidas (Greenhouse-Geisser),0.6996387000090444,F,"6, 108",0.5598531642914502,,,0.037414557106320245,η²p,,,19,0,A2
187,contraste,paramétrica,U-AD,PSS,D1→D7,t pareado,-0.9081070561911899,t,20,0.3746346430232599,,,-0.19816520591045925,dz,-3.0615424752886806,1.2043996181458236,21,0,A2
188,tendência,modelo misto,U-AD,Tensão,efeito linear do dia,modelo linear misto (intercepto aleatório por atleta),-0.13763556640935395,b por dia,,0.0007199446364192592,,,0.6840952827406839,CCI do atleta,-0.21740233198624137,-0.05786880083246655,166,1,A2
189,tendência,modelo misto,U-AD,Depressão,efeito linear do dia,modelo linear misto (intercepto aleatório por atleta),0.040237162871543025,b por dia,,0.35905670355000685,,,0.7543563443649851,CCI do atleta,-0.0457489740735761,0.12622329981666214,166,0,A2
190,tendência,modelo misto,U-AD,Raiva,efeito linear do dia,modelo linear misto (intercepto aleatório por atleta),0.012609340951388721,b por dia,,0.8803143527852335,,,0.3262207920953035,CCI do atleta,-0.1515251774859696,0.17674385938874704,166,0,A2
191,tendência,modelo misto,U-AD,Vigor,efeito linear do dia,modelo linear misto (intercepto aleatório por atleta),-0.358134970918872,b por dia,,5.932232791780919e-07,,,0.6496501403549128,CCI do atleta,-0.49870656327630175,-0.2175633785614422,166,1,A2
192,tendência,modelo misto,U-AD,Fadiga,efeito linear do dia,modelo linear misto (intercepto aleatório por atleta),0.3699593312224586,b por dia,,4.721632193785408e-06,,,0.6818335606381056,CCI do atleta,0.21152802037257354,0.5283906420723437,166,1,A2
193,tendência,modelo misto,U-AD,Confusão,efeito linear do dia,modelo linear misto (intercepto aleatório por atleta),-0.04876360694649407,b por dia,,0.15469282248159644,,,0.37406276778347125,CCI do atleta,-0.11592093203635659,0.018393718143368452,166,0,A2
194,tendência,modelo misto,U-AD,TMD,efeito linear do dia,modelo linear misto (intercepto aleatório por atleta),0.5801550054945988,b por dia,,0.006173203552637538,,,0.6551445520172655,CCI do atleta,0.1649243377053709,0.9953856732838267,166,1,A2
195,contraste,não paramétrica,U-AD,Tensão,entre estímulos,Friedman,1.3611111111111238,χ²,2,0.5063356166480972,,,0.030934343434343724,W,,,22,0,ambos
196,contraste,paramétrica,U-AD,Tensão,entre estímulos,ANOVA de medidas repetidas,1.284586713440035,F,"2, 42",0.2874146641999872,,,0.05764462809917355,η²p,,,22,0,A2
197,contraste,não paramétrica,U-AD,Depressão,entre estímulos,Friedman,3.174603174603146,χ²,2,0.20447663029784585,,,0.0721500721500715,W,,,22,0,ambos
198,contraste,paramétrica,U-AD,Depressão,entre estímulos,ANOVA de medidas repetidas,1.1586346836727301,F,"2, 42",0.3237443814514442,,,0.05228818021565442,η²p,,,22,0,A2
199,contraste,não paramétrica,U-AD,Raiva,entre estímulos,Friedman,5.546666666666691,χ²,2,0.06245347912878008,,,0.12606060606060662,W,,,22,0,ambos
200,contraste,paramétrica,U-AD,Raiva,entre estímulos,ANOVA de medidas repetidas,1.3447007966609814,F,"2, 42",0.2716062579640608,,,0.06017985243561297,η²p,,,22,0,A2
201,contraste,não paramétrica,U-AD,Vigor,entre estímulos,Friedman,5.309523809523804,χ²,2,0.0703155784767141,,,0.12067099567099554,W,,,22,0,ambos
202,contraste,paramétrica,U-AD,Vigor,entre estímulos,ANOVA de medidas repetidas,2.179054027393806,F,"2, 42",0.12577528969124094,,,0.09400961854692277,η²p,,,22,0,A2
203,contraste,não paramétrica,U-AD,Fadiga,entre estímulos,Friedman,1.8588235294117808,χ²,2,0.39478586906473795,,,0.0422459893048132,W,,,22,0,ambos
204,contraste,paramétrica,U-AD,Fadiga,entre estímulos,ANOVA de medidas repetidas,1.124129201165596,F,"2, 42",0.33451475847394524,,,0.050810099278681305,η²p,,,22,0,A2
205,contraste,não paramétrica,U-AD,Confusão,entre estímulos,Friedman,5.345454545454595,χ²,2,0.06906361291957694,,,0.12148760330578626,W,,,22,0,ambos
206,contraste,paramétrica,U-AD,Confusão,entre estímulos,ANOVA de medidas repetidas,1.7909867683663518,F,"2, 42",0.17929966604275696,,,0.07858311649990612,η²p,,,22,0,A2
207,contraste,não paramétrica,U-AD,TMD,entre estímulos,Friedman,3.272727272727252,χ²,2,0.1946867083315122,,,0.07438016528925573,W,,,22,0,ambos
208,contraste,paramétrica,U-AD,TMD,entre estímulos,ANOVA de medidas repetidas,2.8302335742849785,F,"2, 42",0.07029281040294573,,,0.11876650581130106,η²p,,,22,0,A2
209,contraste,não paramétrica,U-AD,Tensão,pré×pós — HIIT,Wilcoxon,0.4406779661016949,Δ,,0.022579386464036,,,0.29689287629947114,r,,,59,1,ambos
210,contraste,paramétrica,U-AD,Tensão,pré×pós — HIIT,t pareado,2.3479641996875977,t,,0.022308341674137398,,,0.30567890217929006,dz,,,59,1,A2
211,contraste,não paramétrica,U-AD,Tensão,pré×pós — Amistoso,Wilcoxon,0.075,Δ,,0.7491621695443725,,,0.05055601391655587,r,,,40,0,ambos
212,contraste,paramétrica,U-AD,Tensão,pré×pós — Amistoso,t pareado,0.4157177772361822,t,,0.6798951485803255,,,0.06573075199444169,dz,,,40,0,A2
213,contraste,não paramétrica,U-AD,Tensão,pré×pós — Técnico/força,Wilcoxon,0.2,Δ,,0.3804551252503885,,,0.196116135138184,r,,,20,0,ambos
214,contraste,paramétrica,U-AD,Tensão,pré×pós — Técnico/força,t pareado,0.9400643223910575,t,,0.3589833724092913,,,0.21020477280886826,dz,,,20,0,A2
215,contraste,não paramétrica,U-AD,Depressão,pré×pós — HIIT,Wilcoxon,0.0,Δ,,0.8228113929722396,,,0.02915326621738881,r,,,59,0,ambos
216,contraste,paramétrica,U-AD,Depressão,pré×pós — HIIT,t pareado,0.0,t,,1.0,,,0.0,dz,,,59,0,A2
217,contraste,não paramétrica,U-AD,Depressão,pré×pós — Amistoso,Wilcoxon,0.15,Δ,,0.4272628567457064,,,0.12552411131335844,r,,,40,0,ambos
218,contraste,paramétrica,U-AD,Depressão,pré×pós — Amistoso,t pareado,1.0,t,,0.32347494517138353,,,0.15811388300841897,dz,,,40,0,A2
219,contraste,não paramétrica,U-AD,Depressão,pré×pós — Técnico/força,Wilcoxon,1.05,Δ,,0.010613156038105713,,,0.5713565985620566,r,,,20,1,ambos
220,contraste,paramétrica,U-AD,Depressão,pré×pós — Técnico/força,t pareado,2.5397532203588846,t,,0.019988561845980534,,,0.5679060846796469,dz,,,20,1,A2
221,contraste,não paramétrica,U-AD,Raiva,pré×pós — HIIT,Wilcoxon,0.3559322033898305,Δ,,0.47306060703664377,,,0.09341160517393328,r,,,59,0,ambos
222,contraste,paramétrica,U-AD,Raiva,pré×pós — HIIT,t pareado,1.143533432679798,t,,0.257515137118991,,,0.14887537227074613,dz,,,59,0,A2
223,contraste,não paramétrica,U-AD,Raiva,pré×pós — Amistoso,Wilcoxon,-0.3,Δ,,0.4667459423323308,,,0.11507272273440705,r,,,40,0,ambos
224,contraste,paramétrica,U-AD,Raiva,pré×pós — Amistoso,t pareado,-0.7840350969663006,t,,0.4377556975735759,,,-0.12396683359622405,dz,,,40,0,A2
225,contraste,não paramétrica,U-AD,Raiva,pré×pós — Técnico/força,Wilcoxon,1.65,Δ,,0.007420961287866498,,,0.5986710947139653,r,,,20,1,ambos
226,contraste,paramétrica,U-AD,Raiva,pré×pós — Técnico/força,t pareado,2.905487990874559,t,,0.009068644515673525,,,0.6496868655404803,dz,,,20,1,A2
227,contraste,não paramétrica,U-AD,Vigor,pré×pós — HIIT,Wilcoxon,-1.2033898305084745,Δ,,0.0035595396719156477,,,0.37947036615491664,r,,,59,1,ambos
228,contraste,paramétrica,U-AD,Vigor,pré×pós — HIIT,t pareado,-3.1622668445070206,t,,0.002490497433049372,,,-0.41169207671713526,dz,,,59,1,A2
229,contraste,não paramétrica,U-AD,Vigor,pré×pós — Amistoso,Wilcoxon,-0.375,Δ,,0.4590108134628119,,,0.11707964124328095,r,,,40,0,ambos
230,contraste,paramétrica,U-AD,Vigor,pré×pós — Amistoso,t pareado,-1.033522126223031,t,,0.3077262392054196,,,-0.16341419655224074,dz,,,40,0,A2
231,contraste,não paramétrica,U-AD,Vigor,pré×pós — Técnico/força,Wilcoxon,-2.3,Δ,,0.004369567889489955,,,0.6373176934657858,r,,,20,1,ambos
232,contraste,paramétrica,U-AD,Vigor,pré×pós — Técnico/força,t pareado,-3.2340217968204996,t,,0.004367722435200857,,,-0.723149257840665,dz,,,20,1,A2
233,contraste,não paramétrica,U-AD,Fadiga,pré×pós — HIIT,Wilcoxon,2.016949152542373,Δ,,5.777135857261376e-05,,,0.5235851264662821,r,,,59,1,ambos
234,contraste,paramétrica,U-AD,Fadiga,pré×pós — HIIT,t pareado,4.418708470593087,t,,4.4054706236514855e-05,,,0.5752668437282558,dz,,,59,1,A2
235,contraste,não paramétrica,U-AD,Fadiga,pré×pós — Amistoso,Wilcoxon,0.725,Δ,,0.1319952271021268,,,0.23816383084096462,r,,,40,0,ambos
236,contraste,paramétrica,U-AD,Fadiga,pré×pós — Amistoso,t pareado,1.469003376149768,t,,0.1498526355238982,,,0.2322698279555169,dz,,,40,0,A2
237,contraste,não paramétrica,U-AD,Fadiga,pré×pós — Técnico/força,Wilcoxon,1.4,Δ,,0.13858107212223986,,,0.3311830678476741,r,,,20,0,ambos
238,contraste,paramétrica,U-AD,Fadiga,pré×pós — Técnico/força,t pareado,1.6964368513818688,t,,0.10612614333752222,,,0.37933481192255664,dz,,,20,0,A2
239,contraste,não paramétrica,U-AD,Confusão,pré×pós — HIIT,Wilcoxon,0.13559322033898305,Δ,,0.6524252018208385,,,0.05863651542275318,r,,,59,0,ambos
240,contraste,paramétrica,U-AD,Confusão,pré×pós — HIIT,t pareado,0.8141603913585719,t,,0.41888326047925983,,,0.10599465471469383,dz,,,59,0,A2
241,contraste,não paramétrica,U-AD,Confusão,pré×pós — Amistoso,Wilcoxon,-0.325,Δ,,0.026856695507524397,,,0.35,r,,,40,1,ambos
242,contraste,paramétrica,U-AD,Confusão,pré×pós — Amistoso,t pareado,-2.3139108864813203,t,,0.02603106579169088,,,-0.3658614351970144,dz,,,40,1,A2
243,contraste,não paramétrica,U-AD,Confusão,pré×pós — Técnico/força,Wilcoxon,0.3,Δ,,0.3804551252503885,,,0.196116135138184,r,,,20,0,ambos
244,contraste,paramétrica,U-AD,Confusão,pré×pós — Técnico/força,t pareado,1.030588085144708,t,,0.3156754026236066,,,0.2304465015184908,dz,,,20,0,A2
245,contraste,não paramétrica,U-AD,TMD,pré×pós — HIIT,Wilcoxon,4.1525423728813555,Δ,,6.282051072347795e-05,,,0.5210105249164922,r,,,59,1,ambos
246,contraste,paramétrica,U-AD,TMD,pré×pós — HIIT,t pareado,4.609110323492747,t,,2.2681335908110275e-05,,,0.6000550536059934,dz,,,59,1,A2
247,contraste,não paramétrica,U-AD,TMD,pré×pós — Amistoso,Wilcoxon,0.7,Δ,,0.7336824109059297,,,0.05379527889970981,r,,,40,0,ambos
248,contraste,paramétrica,U-AD,TMD,pré×pós — Amistoso,t pareado,0.659703252060247,t,,0.5133214801627136,,,0.10430824281652741,dz,,,40,0,A2
249,contraste,não paramétrica,U-AD,TMD,pré×pós — Técnico/força,Wilcoxon,6.9,Δ,,0.003053489164344797,,,0.6623906863172193,r,,,20,1,ambos
250,contraste,paramétrica,U-AD,TMD,pré×pós — Técnico/força,t pareado,3.5398704665668252,t,,0.0021880220040072624,,,0.7915390994787318,dz,,,20,1,A2
251,associação,não paramétrica,U-AD,Tensão×Depressão,geral,Spearman,0.2924491093339895,ρ,,0.00013162255337708986,0.0011846029803938088,Holm,,,,,166,1,ambos
252,associação,paramétrica,U-AD,Tensão×Depressão,geral,Pearson,0.22885858920060667,r,,0.003018762534638903,0.02113133774247232,Holm,,,,,166,1,A2
253,associação,não paramétrica,U-AD,Tensão×Raiva,geral,Spearman,0.16630526821021122,ρ,,0.03223873053693221,0.19343238322159323,Holm,,,,,166,0,ambos
254,associação,paramétrica,U-AD,Tensão×Raiva,geral,Pearson,0.19484487904949827,r,,0.011883363129488716,0.04753345251795486,Holm,,,,,166,1,A2
255,associação,não paramétrica,U-AD,Tensão×Vigor,geral,Spearman,0.23178570547521662,ρ,,0.002657431309583989,0.021259450476671913,Holm,,,,,166,1,ambos
256,associação,paramétrica,U-AD,Tensão×Vigor,geral,Pearson,0.2529991303456057,r,,0.001006491707276234,0.009058425365486107,Holm,,,,,166,1,A2
257,associação,não paramétrica,U-AD,Tensão×Fadiga,geral,Spearman,-0.09204840257604215,ρ,,0.23819711097343801,0.47639422194687603,Holm,,,,,166,0,ambos
258,associação,paramétrica,U-AD,Tensão×Fadiga,geral,Pearson,-0.08148116344573701,r,,0.29666353542859863,0.4944883077919859,Holm,,,,,166,0,A2
259,associação,não paramétrica,U-AD,Tensão×Confusão,geral,Spearman,0.47390727880590733,ρ,,1.1251585308507377e-10,1.6877377962761066e-09,Holm,,,,,166,1,ambos
260,associação,paramétrica,U-AD,Tensão×Confusão,geral,Pearson,0.3194781242959098,r,,2.721853255310579e-05,0.00027218532553105793,Holm,,,,,166,1,A2
261,associação,não paramétrica,U-AD,Tensão×TMD,geral,Spearman,0.22296531499745117,ρ,,0.003883915449961678,0.027187408149731748,Holm,,,,,166,1,ambos
262,associação,paramétrica,U-AD,Tensão×TMD,geral,Pearson,0.2226328694920287,r,,0.003938791631262727,0.02113133774247232,Holm,,,,,166,1,A2
263,associação,não paramétrica,U-AD,Depressão×Raiva,geral,Spearman,0.5695508330785091,ρ,,1.170062156135504e-15,2.1061118810439073e-14,Holm,,,,,166,1,ambos
264,associação,paramétrica,U-AD,Depressão×Raiva,geral,Pearson,0.4970406182473854,r,,9.653298818543336e-12,1.4479948227815003e-10,Holm,,,,,166,1,A2
265,associação,não paramétrica,U-AD,Depressão×Vigor,geral,Spearman,-0.1378891159337867,ρ,,0.07645679904327754,0.30582719617311016,Holm,,,,,166,0,ambos
266,associação,paramétrica,U-AD,Depressão×Vigor,geral,Pearson,-0.22763134936470872,r,,0.0031830434871098993,0.02113133774247232,Holm,,,,,166,1,A2
267,associação,não paramétrica,U-AD,Depressão×Fadiga,geral,Spearman,0.3623299304968624,ρ,,1.6102934853845786e-06,1.7713228339230365e-05,Holm,,,,,166,1,ambos
268,associação,paramétrica,U-AD,Depressão×Fadiga,geral,Pearson,0.46706812422852717,r,,2.2467526437361156e-10,2.9207784368569502e-09,Holm,,,,,166,1,A2
269,associação,não paramétrica,U-AD,Depressão×Confusão,geral,Spearman,0.5665469332698034,ρ,,1.7777055138103057e-15,3.0220993734775195e-14,Holm,,,,,166,1,ambos
270,associação,paramétrica,U-AD,Depressão×Confusão,geral,Pearson,0.6182533930645678,r,,7.013562612869094e-19,1.262441270316437e-17,Holm,,,,,166,1,A2
271,associação,não paramétrica,U-AD,Depressão×TMD,geral,Spearman,0.5655877728620985,ρ,,2.0299027287611827e-15,3.2478443660178923e-14,Holm,,,,,166,1,ambos
272,associação,paramétrica,U-AD,Depressão×TMD,geral,Pearson,0.7664965587089652,r,,2.3486944328180538e-33,4.6973888656361076e-32,Holm,,,,,166,1,A2
273,associação,não paramétrica,U-AD,Raiva×Vigor,geral,Spearman,-0.12482590245536686,ρ,,0.1090693303283698,0.3272079909851094,Holm,,,,,166,0,ambos
